episode,episode_title,published,track_number,track_title,artist,time,year,country,episode_link,audio_url
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",20,Swiss Boy,Lou Sern,05:04,1986,Italy,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",21,Nothing,Body Power,06:19,1986,Italy,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",22,Humanoid Invasion,Laserdance,07:12,1986,Netherlands,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",1,Don’t Wake Me Up,J.D. Jaber,07:55,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",2,Comet,DIUX,06:04,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",3,Colours,Tabù D’Apache,06:48,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",4,Toledo Girl,Cosa Rosa,07:09,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",5,Hello,Joy,04:27,1986,Austria,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",6,Catch the Fox,Den Harrow,06:08,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",7,Aliens,Radiorama,04:14,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",8,Ussr,Eddy Huntington,03:53,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",9,Jabdah,Koto,07:35,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",10,For your love,Albert One,06:29,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",11,Computer Guy,Palmer,07:06,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",12,I Was Made For Lovin’ You,The Nasty Boys,07:42,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",13,Baila Bolero,Fun Fun,03:57,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",14,Medley,P4f,04:52,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",15,When I Let You Down,M&G,06:06,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",16,Sexy Girl,Sabrina,03:42,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",17,Sexy Lady,Edy Band,06:00,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",18,White Storm in the Jungle,Sandy Marton,03:48,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",19,Boom Boom,Paul Lekakis,06:56,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
14,Italo Disco Songs from 1986 Part 1,"Tue, 18 May 2021 02:55:55 +0000",20,Dr. Faustus,Cyber People,07:02,1986,Italy,https://www.discoitalo.com/2021/05/18/italo-disco-songs-from-1986-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part1.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",1,I Am A Robot,David Zed,,1980,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",2,Baby Not Tonight,Kano,,1981,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",3,Masterpiece,Gazebo,,1982,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",4,Bambina,David Lyme,,1985,Spain,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",5,Dirty Talk,Klein & M.B.O.,,1982,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",6,Feel The Fear,Clio,,1985,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",7,Dancing in the Dark,Mike Mareen,,1985,Germany,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",8,I Wish,Bolero,,1984,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",9,My Mind,Korja,,1981,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",10,Color My Love,Fun Fun,,1984,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",11,We Just,Moses,,1985,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",12,Turbo Diesel,Albert One,,1984,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",13,Void Vision,Cyber People,,1985,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",14,Happy Song,Boney M.,,1984,Germany/Caribbean,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",15,Real Men,Tom Hooker,,1985,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",16,Spacer Woman,Charlie,,1983,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",17,Future Brain,Den Harrow,,1985,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",18,Hypnotic Tango,My Mine,,1983,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",19,Alisand,Hugh Bullen,,1985,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",20,I’m Hungry,Stopp,,1983,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",21,Disco Future,Fresh Color,,1985,Switzerland,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",22,Cha Cha Cha,Finzy Kontini,,1985,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",23,Silver Spoon,Danielle Devred,,1981,Belgium,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",24,Sky Walking,Dee D. Jackson,,1984,UK,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",25,Queen of the Night,Camomilla,,1985,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",26,Don’t Stop Lovin’,J.D. Jaber,,1983,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",27,Touch by touch,Joy,,1985,Austria,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",28,Faces,Clio,,1985,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
13,Italo Rain Boot Mix Vol 1,"Sun, 09 May 2021 18:52:13 +0000",29,Dolce Vita,Ryan Paris,,1983,Italy,https://www.discoitalo.com/2021/05/09/italo-rain-boot-mix-vol-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol01.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",1,Overpower,Den Harrow,04:16,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",2,Forever and a Day,93rd Superbowl,05:46,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",3,Hot Girls – Bad Boys,Bad Boys Blue,04:10,1985,Germany,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",4,Suzie’s Pants,Joan Katton,06:13,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",5,Computer Sourire,Alexander Robotnick,04:19,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",6,Topless On The Beach,The Matchmakers,06:34,1985,Spain,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",7,How to Pick Up Girls,Bobby O,04:03,1985,USA,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",8,Real Men,Tom Hooker,03:28,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",9,Oe’-Ooh,Superbowl,06:04,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",10,Super Bowl Shuffle,Chicago Bears Shufflin’ Crew,–,1985,USA,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",11,"New England, the Patriots and We",The New England Patriots,–,1985,USA,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",12,Locker Room Rock,1985 Seahawks,–,1985,USA,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",13,We’re The 49ers!,The 49ers,04:15,1984,USA,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",14,Dial My Number,R.Bais,03:46,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",15,Flowers in the Rain,Thaï Break,06:23,1985,Belgium,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",16,Listen Over The Ocean,Violet Eves,04:20,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",17,Tonight,Tony Moore D.J.,06:56,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",18,Computerized Love,Tango,05:13,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",19,A. I. D. S.,Risen From The Rank,06:45,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",20,The Girl of Lucifer,Monte Kristo,03:54,1985,France,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",21,Sleep Walk Sleep Talk,Naimy Hackett,03:50,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",22,This Is The Night,Kano,05:48,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",23,America,Baby’s Gang,06:39,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",24,America,Crusin Gang,07:27,1985,Italy,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
12,Italo Disco Songs from 1985 Part 4,"Sun, 02 May 2021 16:57:53 +0000",25,Theme From Dallas,Paul Mc Douglas,05:09,1985,Germany,https://www.discoitalo.com/2021/05/02/italo-disco-songs-from-1985-part-4/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part4.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",1,Broken Radio,Den Harrow,04:40,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",2,Hold Me Tight,Katy Gray,05:59,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",3,Feel The Fear,Clio,03:42,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",4,"Ah, Ah, Ah, Ah!",Roaring Mosquitoes,02:59,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",5,Eyes of Glass,East Wall,06:57,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",6,Cinderella,Martinelli,03:58,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",7,Two For Love,Miko Mission,05:23,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
