episode,episode_title,published,track_number,track_title,artist,time,year,country,episode_link,audio_url
22,Italo Rain Boot Mix Vol 2,"Sat, 24 Jul 2021 17:11:56 +0000",59,I Want an Illusion,Squash Gang,,1986,Spain,https://www.discoitalo.com/2021/07/24/italo-rain-boot-mix-vol-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-RainBootMix-Vol02.mp3
20,Italo Disco Songs from 1987 Part 3,"Mon, 12 Jul 2021 03:47:07 +0000",1,Don’t Break My Heart,Den Harrow,03:53,1987,Italy,https://www.discoitalo.com/2021/07/12/italo-disco-songs-from-1987-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part3.mp3
20,Italo Disco Songs from 1987 Part 3,"Mon, 12 Jul 2021 03:47:07 +0000",2,You and Me,Funny Twins,05:22,1987,Italy,https://www.discoitalo.com/2021/07/12/italo-disco-songs-from-1987-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part3.mp3
20,Italo Disco Songs from 1987 Part 3,"Mon, 12 Jul 2021 03:47:07 +0000",3,Don’t Stop The Music,Lee Marrow,03:53,1987,Italy,https://www.discoitalo.com/2021/07/12/italo-disco-songs-from-1987-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part3.mp3
20,Italo Disco Songs from 1987 Part 3,"Mon, 12 Jul 2021 03:47:07 +0000",4,Glasses Man,Ken Laszlo,04:12,1987,Italy,https://www.discoitalo.com/2021/07/12/italo-disco-songs-from-1987-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part3.mp3
20,Italo Disco Songs from 1987 Part 3,"Mon, 12 Jul 2021 03:47:07 +0000",5,So Close To Heaven,Chip Chip,04:02,1987,Italy,https://www.discoitalo.com/2021/07/12/italo-disco-songs-from-1987-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part3.mp3
20,Italo Disco Songs from 1987 Part 3,"Mon, 12 Jul 2021 03:47:07 +0000",6,Soul Survivor,C.C. Catch,05:00,1987,Germany,https://www.discoitalo.com/2021/07/12/italo-disco-songs-from-1987-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part3.mp3
20,Italo Disco Songs from 1987 Part 3,"Mon, 12 Jul 2021 03:47:07 +0000",7,Heartbeat,Vivien Vee,03:57,1987,Italy,https://www.discoitalo.com/2021/07/12/italo-disco-songs-from-1987-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part3.mp3
20,Italo Disco Songs from 1987 Part 3,"Mon, 12 Jul 2021 03:47:07 +0000",8,Imagine (You’ll Never Change Your Mind),Fred Ventura,04:00,1987,Italy,https://www.discoitalo.com/2021/07/12/italo-disco-songs-from-1987-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part3.mp3
20,Italo Disco Songs from 1987 Part 3,"Mon, 12 Jul 2021 03:47:07 +0000",9,Hot girl,Sabrina,03:27,1987,Italy,https://www.discoitalo.com/2021/07/12/italo-disco-songs-from-1987-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part3.mp3
20,Italo Disco Songs from 1987 Part 3,"Mon, 12 Jul 2021 03:47:07 +0000",10,Notorious Medley with Le Freak,P4f,04:08,1987,Italy,https://www.discoitalo.com/2021/07/12/italo-disco-songs-from-1987-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part3.mp3
20,Italo Disco Songs from 1987 Part 3,"Mon, 12 Jul 2021 03:47:07 +0000",11,Barabba,Barbie,03:54,1987,Italy,https://www.discoitalo.com/2021/07/12/italo-disco-songs-from-1987-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part3.mp3
20,Italo Disco Songs from 1987 Part 3,"Mon, 12 Jul 2021 03:47:07 +0000",12,Keep On Living,Oxo,05:45,1987,Italy,https://www.discoitalo.com/2021/07/12/italo-disco-songs-from-1987-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part3.mp3
20,Italo Disco Songs from 1987 Part 3,"Mon, 12 Jul 2021 03:47:07 +0000",13,Shankle,Tozzo,04:43,1987,Italy,https://www.discoitalo.com/2021/07/12/italo-disco-songs-from-1987-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part3.mp3
19,Italo Disco Songs from 1987 Part 2,"Sun, 04 Jul 2021 23:15:05 +0000",1,I Wanna Be Your Lover,Magic,05:03,1987,Germany,https://www.discoitalo.com/2021/07/04/italo-disco-songs-from-1987-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part2.mp3
19,Italo Disco Songs from 1987 Part 2,"Sun, 04 Jul 2021 23:15:05 +0000",2,Touch My Heart,Danuta,03:11,1987,Poland,https://www.discoitalo.com/2021/07/04/italo-disco-songs-from-1987-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part2.mp3
19,Italo Disco Songs from 1987 Part 2,"Sun, 04 Jul 2021 23:15:05 +0000",3,Gigolo,Green Ice,06:52,1987,Spain,https://www.discoitalo.com/2021/07/04/italo-disco-songs-from-1987-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part2.mp3
19,Italo Disco Songs from 1987 Part 2,"Sun, 04 Jul 2021 23:15:05 +0000",4,Midnight Man,Sandra,03:04,1987,Germany,https://www.discoitalo.com/2021/07/04/italo-disco-songs-from-1987-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part2.mp3
19,Italo Disco Songs from 1987 Part 2,"Sun, 04 Jul 2021 23:15:05 +0000",5,Are You Man Enough,C.C. Catch,03:41,1987,Germany,https://www.discoitalo.com/2021/07/04/italo-disco-songs-from-1987-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part2.mp3
19,Italo Disco Songs from 1987 Part 2,"Sun, 04 Jul 2021 23:15:05 +0000",6,Day By Day,Den Harrow,04:20,1987,Italy,https://www.discoitalo.com/2021/07/04/italo-disco-songs-from-1987-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part2.mp3
19,Italo Disco Songs from 1987 Part 2,"Sun, 04 Jul 2021 23:15:05 +0000",7,Keep on Driving,Robert Bravo,05:33,1987,Italy,https://www.discoitalo.com/2021/07/04/italo-disco-songs-from-1987-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part2.mp3
19,Italo Disco Songs from 1987 Part 2,"Sun, 04 Jul 2021 23:15:05 +0000",8,Boys,Sabrina,03:54,1987,Italy,https://www.discoitalo.com/2021/07/04/italo-disco-songs-from-1987-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part2.mp3
19,Italo Disco Songs from 1987 Part 2,"Sun, 04 Jul 2021 23:15:05 +0000",9,Pictures,Scotch,06:00,1987,Italy,https://www.discoitalo.com/2021/07/04/italo-disco-songs-from-1987-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part2.mp3
19,Italo Disco Songs from 1987 Part 2,"Sun, 04 Jul 2021 23:15:05 +0000",10,Night Girl,Brian Ice,07:12,1987,Italy,https://www.discoitalo.com/2021/07/04/italo-disco-songs-from-1987-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part2.mp3
19,Italo Disco Songs from 1987 Part 2,"Sun, 04 Jul 2021 23:15:05 +0000",11,Space Hopper,Proxyon,03:55,1987,Netherlands,https://www.discoitalo.com/2021/07/04/italo-disco-songs-from-1987-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part2.mp3
18,Italo Disco Songs from 1987 Part 1,"Mon, 21 Jun 2021 02:27:05 +0000",1,Up & Down,Eddy Huntington,03:30,1987,Italy,https://www.discoitalo.com/2021/06/21/italo-disco-songs-from-1987-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part1.mp3
18,Italo Disco Songs from 1987 Part 1,"Mon, 21 Jun 2021 02:27:05 +0000",2,Hopes & Dreams,Albert One,04:55,1987,Italy,https://www.discoitalo.com/2021/06/21/italo-disco-songs-from-1987-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part1.mp3
18,Italo Disco Songs from 1987 Part 1,"Mon, 21 Jun 2021 02:27:05 +0000",3,Toc Toc Toc,Miko Mission,04:39,1987,Italy,https://www.discoitalo.com/2021/06/21/italo-disco-songs-from-1987-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part1.mp3
18,Italo Disco Songs from 1987 Part 1,"Mon, 21 Jun 2021 02:27:05 +0000",4,Flash In Your Mind,Air Mail,05:48,1987,Italy,https://www.discoitalo.com/2021/06/21/italo-disco-songs-from-1987-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part1.mp3
18,Italo Disco Songs from 1987 Part 1,"Mon, 21 Jun 2021 02:27:05 +0000",5,I Cry For You,Shy Rose,06:53,1987,Italy,https://www.discoitalo.com/2021/06/21/italo-disco-songs-from-1987-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part1.mp3
18,Italo Disco Songs from 1987 Part 1,"Mon, 21 Jun 2021 02:27:05 +0000",6,Let’s Dance Tonight,David Gray,04:42,1987,Italy,https://www.discoitalo.com/2021/06/21/italo-disco-songs-from-1987-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part1.mp3
18,Italo Disco Songs from 1987 Part 1,"Mon, 21 Jun 2021 02:27:05 +0000",7,Yeti,Radiorama,04:03,1987,Italy,https://www.discoitalo.com/2021/06/21/italo-disco-songs-from-1987-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part1.mp3
18,Italo Disco Songs from 1987 Part 1,"Mon, 21 Jun 2021 02:27:05 +0000",8,1.2.3.4.5.6.7.8,Ken Laszlo,03:46,1987,Italy,https://www.discoitalo.com/2021/06/21/italo-disco-songs-from-1987-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part1.mp3
18,Italo Disco Songs from 1987 Part 1,"Mon, 21 Jun 2021 02:27:05 +0000",9,Call Me,Spagna,03:58,1987,Italy,https://www.discoitalo.com/2021/06/21/italo-disco-songs-from-1987-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part1.mp3
18,Italo Disco Songs from 1987 Part 1,"Mon, 21 Jun 2021 02:27:05 +0000",10,Ready for Love,Morgana,07:39,1987,Italy,https://www.discoitalo.com/2021/06/21/italo-disco-songs-from-1987-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part1.mp3
18,Italo Disco Songs from 1987 Part 1,"Mon, 21 Jun 2021 02:27:05 +0000",11,Forever Lovers,Italian Boys,06:09,1987,Italy,https://www.discoitalo.com/2021/06/21/italo-disco-songs-from-1987-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part1.mp3
18,Italo Disco Songs from 1987 Part 1,"Mon, 21 Jun 2021 02:27:05 +0000",12,Little Russian,Mr. Zivago,07:39,1987,Italy,https://www.discoitalo.com/2021/06/21/italo-disco-songs-from-1987-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1987-part1.mp3
17,Italo Disco Mixes from 1986,"Mon, 07 Jun 2021 05:08:30 +0000",1,Italo Boot Mix Vol 7 Side A,ZYX Records,13:29,1986,Germany,https://www.discoitalo.com/2021/06/07/italo-disco-mixes-from-1986/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-mixes.mp3
17,Italo Disco Mixes from 1986,"Mon, 07 Jun 2021 05:08:30 +0000",2,Max Mix 4 Side A,Max Music,19:17,1986,Spain,https://www.discoitalo.com/2021/06/07/italo-disco-mixes-from-1986/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-mixes.mp3
17,Italo Disco Mixes from 1986,"Mon, 07 Jun 2021 05:08:30 +0000",3,Bolero Mix Side A,Blanco Y Negro Records,14:06,1986,Spain,https://www.discoitalo.com/2021/06/07/italo-disco-mixes-from-1986/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-mixes.mp3
17,Italo Disco Mixes from 1986,"Mon, 07 Jun 2021 05:08:30 +0000",4,Italo Boot Mix Vol 7 Side B,ZYX Records,13:16,1986,Germany,https://www.discoitalo.com/2021/06/07/italo-disco-mixes-from-1986/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-mixes.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",1,Agent of liberty,Mike Mareen,04:18,1986,Germany,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",2,Give Me Up,Michael Fortunati,03:45,1986,France,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",3,More Than a Kiss,Michael Bedford,03:47,1986,Ireland,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",4,Easy Lady,Spagna,04:50,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",5,Macho Man,Andrea,05:22,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",6,Why Why,Rare Band,06:53,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",7,Shine Shine Shine,Mania,05:52,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",8,Can Delight,My Mine,05:56,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",9,Sexy Teacher,Ceck Up Twins,07:12,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",10,Looking For Love,Tom Hooker,03:46,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",11,Flash in the Night,Public Passion,06:28,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",12,Strip Tease,Miko Mission,04:52,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",13,Cause You Are Young,C.C. Catch,04:49,1986,Germany,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",14,Venture In My Heart,Marco Martina,05:46,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",15,Zighidizazazero,Databook,07:14,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",16,To Be Or Not To Be,Jock Hattle,04:23,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",17,Love At First,Joe Yellow,06:01,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",18,Don’t Talk About It,Swan,03:57,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",19,Monkey Monkey,Flo Astaire,03:53,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",20,Never Say Goodbye,Chip Chip,04:33,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",21,Johnny Johnny,Lala,04:56,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",22,Juke Box Boy,Baltimora,05:51,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",23,Ocean Deep,Taco,04:41,1986,Germany,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
16,Italo Disco Songs from 1986 Part 3,"Mon, 31 May 2021 05:22:57 +0000",24,Smile,The Why Not,04:46,1986,Italy,https://www.discoitalo.com/2021/05/31/italo-disco-songs-from-1986-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part3.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",1,Secrets,Albert One,03:41,1986,Italy,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",2,Love Spy,Mike Mareen,06:26,1986,Germany,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",3,Vampires,Radiorama,06:14,1986,Italy,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",4,Computer (In My Mind),Ago,06:10,1986,Italy,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",5,Play the Game,Rudy & Co.,05:43,1986,Italy,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",6,Do You Really Need Me,K B Caps,03:46,1986,Italy,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",7,Lancelot,Valerie Dore,04:32,1986,Italy,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",8,Don’t Cry,Ken Laszlo,04:11,1986,Italy,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",9,I’m Your Lover,Joe Yellow,03:50,1986,Italy,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",10,Living In A Rom,G.G. Near,06:25,1986,Italy,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",11,Moonlight Affair,Cliff Turner,06:16,1986,Italy,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",12,Flash,Stephanie De Monaco,05:46,1986,Monaco,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",13,You’re My First You’re My Last,Linda Jo Rizzo,05:42,1986,Germany,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",14,The Last Wall,Alan Ross,05:14,1986,Italy,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",15,Lady of Ice,Fancy,04:54,1986,Germany,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",16,Killer Maschine,Laser Cowboys,06:34,1986,Germany,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",17,My Dream,Shamall,06:42,1986,Germany,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",18,Everybody Is Gay,Latin Rose,03:35,1986,Spain,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
15,Italo Disco Songs from 1986 Part 2,"Mon, 24 May 2021 05:26:23 +0000",19,Charleston,Den Harrow,04:49,1986,Italy,https://www.discoitalo.com/2021/05/24/italo-disco-songs-from-1986-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1986-part2.mp3
